"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'MOV', 'F4T3')",-42075.84027144762
"[1, 1, 0, 0, 0, 0, 'F2T4', 1]","(0, 'MOV', 'P2')",-42052.598618310236
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-42158.8493539671
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F2T4')",-42130.921981887484
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'MOV', 'P3')",-42037.14384657124
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F4T3')",-41958.79971480413
"[1, 1, 0, 0, 0, 0, 'F4T3', 1]","(0, 'MOV', 'P3')",-42116.23118054296
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'EXE', 'T1')",-41783.32822541761
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'MOV', 'P3')",-41481.88812613883
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'G3')",-41460.70603137804
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T1')",-41418.11437258369
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'EXE', 'T1')",-41338.128035113434
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T1')",-41415.68569608481
"[1, 1, 0, 0, 0, 0, 'F3T1', 1]","(0, 'EXE', 'T0')",-41182.8007936074
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'F1T2')",-40877.295579300066
"[1, 1, 0, 0, 0, 0, 'P1', 0]","(0, 'MOV', 'F3T1')",-41017.04731781924
"[1, 1, 0, 0, 0, 0, 'G1', 0]","(0, 'MOV', 'F3T1')",-41011.30188387452
"[1, 1, 0, 0, 0, 0, 'F1T2', 0]","(0, 'MOV', 'P2')",-40778.111231377196
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'EXE', 'T1')",-40753.48852404039
"[1, 1, 0, 0, 0, 0, 'P2', 1]","(0, 'MOV', 'F1T2')",-40704.37122430915
"[1, 1, 0, 0, 0, 0, 'F1T2', 0]","(0, 'MOV', 'P2')",-40618.013829167736
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'EXE', 'T1')",-40443.77695300849
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T4')",-40156.17836520256
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T4')",-40156.17836402057
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'MOV', 'P4')",-40108.645200055165
"[1, 1, 0, 0, 0, 0, 'F2T4', 1]","(0, 'EXE', 'T0')",-40122.19524187478
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-40079.97687858531
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F2T4')",-40022.84668111226
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'MOV', 'F4T2')",-39908.80123267077
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T0')",-39684.53647065678
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F4T2')",-39973.28487806427
"[1, 1, 0, 0, 0, 0, 'F4T2', 1]","(0, 'MOV', 'P2')",-39995.75212856613
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-39270.44495131224
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F5T2')",-39067.81187978809
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-39411.82898663186
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'EXE', 'T1')",-39359.73441795985
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T5')",-39409.15710330116
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'EXE', 'T0')",-39260.29848858937
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T2')",-39065.38895092436
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-39311.0310208124
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-39229.219602013116
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'EXE', 'T1')",-38794.54918847759
"[1, 1, 0, 0, 0, 0, 'F5T2', 1]","(0, 'EXE', 'T0')",-38503.08200141208
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'EXE', 'T1')",-38275.848210533724
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F5T2')",-38589.205364792295
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-38648.726854442124
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T2')",-38558.01612700539
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'EXE', 'T0')",-38619.85608938873
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-38642.642159875584
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-38614.43946337472
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'MOV', 'P2')",-37978.667744937105
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'G2')",-37967.85116425961
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T4')",-37945.12045253531
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'EXE', 'T1')",-37903.170657645765
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T4')",-37944.23331639611
"[1, 1, 0, 0, 0, 0, 'F2T4', 1]","(0, 'EXE', 'T0')",-37820.96599579827
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'MOV', 'F4T3')",-37666.52161275916
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-37846.465636946654
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F2T4')",-37785.33343069562
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'EXE', 'T1')",-37501.13816207489
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F4T3')",-37670.092312333276
"[1, 1, 0, 0, 0, 0, 'F4T3', 1]","(0, 'EXE', 'T0')",-37222.88412128048
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'MOV', 'P3')",-37216.34004479127
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'G3')",-37202.27214002369
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T4')",-37173.04769444677
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'EXE', 'T1')",-37119.570351611575
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T4')",-37170.55494907503
"[1, 1, 0, 0, 0, 0, 'F3T4', 1]","(0, 'EXE', 'T0')",-37016.96217432091
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'MOV', 'F4T2')",-36816.6243818823
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-37057.88858751355
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F3T4')",-36977.995889413214
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-36553.56396703904
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F4T2')",-36815.07322689666
"[1, 1, 0, 0, 0, 0, 'F4T2', 1]","(0, 'EXE', 'T0')",-36394.656634128594
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-36323.39983858479
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F5T2')",-36183.508455315954
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-36317.70818665926
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T2')",-36185.71670168926
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'MOV', 'P2')",-36317.38812424106
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-36332.700211302006
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-36282.415867538555
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'EXE', 'T1')",-36046.585566424255
"[1, 1, 0, 0, 0, 0, 'F5T2', 1]","(0, 'EXE', 'T1')",-35780.87135648539
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'MOV', 'P2')",-35652.35910692756
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T5')",-35595.86268571214
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-35625.08307052166
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T3')",-35548.842571593974
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'MOV', 'P2')",-35646.92578604692
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-35609.23353269578
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-35587.705243587894
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'EXE', 'T1')",-35526.582316109634
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F5T3')",-35547.42212966437
"[1, 1, 0, 0, 0, 0, 'F5T3', 1]","(0, 'MOV', 'P3')",-35484.86946690563
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F5T3')",-35408.58456114988
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'EXE', 'T1')",-35260.57305888958
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'EXE', 'T1')",-34964.45005757427
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'MOV', 'P3')",-34960.31205354236
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'G3')",-34952.46486467232
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T4')",-34936.48758649356
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'EXE', 'T1')",-34914.9572353747
"[1, 1, 0, 0, 0, 0, 'F3T4', 1]","(0, 'MOV', 'P3')",-34871.83281502006
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T4')",-34787.15372923577
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'MOV', 'F4T2')",-34689.70372446389
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-34830.19391763776
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F3T4')",-34783.34276679528
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-34566.50034664325
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F4T2')",-34624.75942702566
"[1, 1, 0, 0, 0, 0, 'F4T2', 1]","(0, 'EXE', 'T0')",-34476.96799977107
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-34306.207145450135
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-33965.51010528871
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T4')",-33872.63559717066
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T4')",-34026.5103374776
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'EXE', 'T1')",-34002.943394542985
"[1, 1, 0, 0, 0, 0, 'F2T4', 1]","(0, 'MOV', 'P2')",-33959.4962820191
"[1, 1, 0, 0, 0, 0, 'F2T4', 0]","(0, 'MOV', 'F4T3')",-33712.21437762142
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-33908.690768678054
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F2T4')",-33843.183639069
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'EXE', 'T1')",-33522.2540286602
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F4T3')",-33815.235669608504
"[1, 1, 0, 0, 0, 0, 'F4T3', 1]","(0, 'MOV', 'P3')",-33825.48477465481
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'MOV', 'P3')",-33231.46544891384
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T4')",-33169.218998699216
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T4')",-33205.763496554566
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'MOV', 'F4T2')",-33128.47668183068
"[1, 1, 0, 0, 0, 0, 'F3T4', 1]","(0, 'MOV', 'P3')",-33225.43340842024
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-33180.91801744886
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F3T4')",-33161.980913473846
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-33122.39372894225
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F4T2')",-33110.10465700785
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-33088.055950491376
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F4T2')",-33052.433184630645
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-32983.543661475305
"[1, 1, 0, 0, 0, 0, 'F4T2', 1]","(0, 'EXE', 'T0')",-32902.282375791925
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-32745.641132052617
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'EXE', 'T1')",-32435.179577758492
"[1, 1, 0, 0, 0, 0, 'F4T2', 0]","(0, 'MOV', 'P2')",-32398.65040443094
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T5')",-32325.684742339534
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-32443.239867187298
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'EXE', 'T1')",-32426.47399928703
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'MOV', 'P2')",-32392.9134467139
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T3')",-32191.09903298374
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-32343.428079508376
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-32291.907150720774
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'EXE', 'T0')",-32044.417192514316
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F5T3')",-32266.14709928362
"[1, 1, 0, 0, 0, 0, 'F5T3', 1]","(0, 'MOV', 'P3')",-32283.667823094678
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'EXE', 'T1')",-31722.9933599
"[1, 1, 0, 0, 0, 0, 'F5T3', 0]","(0, 'MOV', 'P3')",-31717.488191481418
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'G3')",-31711.120994236306
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T1')",-31698.36969698181
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'EXE', 'T1')",-31668.86563300304
"[1, 1, 0, 0, 0, 0, 'F3T1', 1]","(0, 'MOV', 'P3')",-31613.19659244199
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T1')",-31507.17449033333
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'G1')",-31300.338198042813
"[1, 1, 0, 0, 0, 0, 'P1', 0]","(0, 'MOV', 'F3T1')",-31344.431016040824
"[1, 1, 0, 0, 0, 0, 'G1', 0]","(0, 'MOV', 'F1T2')",-31221.117555018573
"[1, 1, 0, 0, 0, 0, 'F1T2', 0]","(0, 'MOV', 'F3T1')",-31062.658870454674
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'F1T2')",-30992.329766220493
"[1, 1, 0, 0, 0, 0, 'F1T2', 0]","(0, 'MOV', 'P2')",-30950.263139193718
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'EXE', 'T1')",-30904.203749578974
"[1, 1, 0, 0, 0, 0, 'P2', 1]","(0, 'EXE', 'T0')",-30823.10930973652
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'EXE', 'T1')",-30670.13584429674
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'G2')",-30362.959975706603
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T5')",-30336.55652086093
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'EXE', 'T1')",-30287.663373877404
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T5')",-30333.53230891953
"[1, 1, 0, 0, 0, 0, 'F2T5', 1]","(0, 'EXE', 'T0')",-30195.901710025595
"[1, 1, 0, 0, 0, 0, 'F2T5', 0]","(0, 'MOV', 'F5T2')",-30018.128287606665
"[1, 1, 0, 0, 0, 0, 'P5', 0]","(0, 'MOV', 'G5')",-30237.857912118005
"[1, 1, 0, 0, 0, 0, 'G5', 0]","(0, 'MOV', 'F2T5')",-30164.10016598633
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'EXE', 'T1')",-29743.081079871998
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F5T2')",-30001.4425442963
"[1, 1, 0, 0, 0, 0, 'F5T2', 1]","(0, 'EXE', 'T0')",-29645.331763076076
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'EXE', 'T1')",-29640.373677958913
"[1, 1, 0, 0, 0, 0, 'F5T2', 0]","(0, 'MOV', 'P2')",-29631.436597324955
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'G2')",-29619.44853539743
"[1, 1, 0, 0, 0, 0, 'G2', 0]","(0, 'MOV', 'F2T1')",-29595.463836954055
"[1, 1, 0, 0, 0, 0, 'F2T1', 0]","(0, 'EXE', 'T1')",-29551.543759452597
"[1, 1, 0, 0, 0, 0, 'F2T1', 1]","(0, 'MOV', 'P2')",-29465.713198386955
"[1, 1, 0, 0, 0, 0, 'P2', 0]","(0, 'MOV', 'F2T1')",-29294.88192663774
"[1, 1, 0, 0, 0, 0, 'F2T1', 0]","(0, 'MOV', 'F1T3')",-28969.149589552006
"[1, 1, 0, 0, 0, 0, 'P1', 0]","(0, 'MOV', 'F2T1')",-29136.629191630043
"[1, 1, 0, 0, 0, 0, 'G1', 0]","(0, 'MOV', 'F2T1')",-29131.46317011679
"[1, 1, 0, 0, 0, 0, 'F1T3', 0]","(0, 'MOV', 'P3')",-28870.44264024171
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'EXE', 'T1')",-28607.325088189176
"[1, 1, 0, 0, 0, 0, 'P3', 1]","(0, 'MOV', 'F1T3')",-28879.64925997421
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T1')",-28241.540583680806
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T1')",-28242.36515210455
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'EXE', 'T1')",-28146.84547194627
"[1, 1, 0, 0, 0, 0, 'F3T1', 1]","(0, 'EXE', 'T0')",-27955.545814654724
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'F1T3')",-27580.36178743111
"[1, 1, 0, 0, 0, 0, 'P1', 0]","(0, 'MOV', 'F3T1')",-27794.056253270406
"[1, 1, 0, 0, 0, 0, 'G1', 0]","(0, 'MOV', 'F3T1')",-27788.44305885523
"[1, 1, 0, 0, 0, 0, 'F1T3', 0]","(0, 'MOV', 'P3')",-27462.48027354763
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F1T3')",-27623.31462654698
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'EXE', 'T1')",-27261.74777496849
"[1, 1, 0, 0, 0, 0, 'P3', 1]","(0, 'EXE', 'T0')",-27488.267219900696
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'G3')",-26928.701222475647
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T1')",-26915.645402517388
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'EXE', 'T1')",-26898.409987068917
"[1, 1, 0, 0, 0, 0, 'F3T1', 1]","(0, 'MOV', 'P3')",-26853.368926241943
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T1')",-26756.55878937864
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'G1')",-26567.68276549149
"[1, 1, 0, 0, 0, 0, 'P1', 0]","(0, 'MOV', 'F3T1')",-26596.23452576431
"[1, 1, 0, 0, 0, 0, 'G1', 0]","(0, 'MOV', 'F1T3')",-26519.300799562214
"[1, 1, 0, 0, 0, 0, 'F1T3', 0]","(0, 'MOV', 'F3T1')",-26422.506143667004
"[1, 1, 0, 0, 0, 0, 'F3T1', 0]","(0, 'MOV', 'F1T3')",-26242.53008037333
"[1, 1, 0, 0, 0, 0, 'F1T3', 0]","(0, 'MOV', 'P3')",-26199.003458154315
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'EXE', 'T1')",-25956.494140819013
"[1, 1, 0, 0, 0, 0, 'P3', 1]","(0, 'MOV', 'F1T3')",-26205.99012398658
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T4')",-25619.447143348654
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T4')",-25619.447142594265
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'EXE', 'T1')",-25579.932549142562
"[1, 1, 0, 0, 0, 0, 'F3T4', 1]","(0, 'EXE', 'T0')",-25500.877460989668
"[1, 1, 0, 0, 0, 0, 'F3T4', 0]","(0, 'MOV', 'F4T3')",-25376.734571877114
"[1, 1, 0, 0, 0, 0, 'P4', 0]","(0, 'MOV', 'G4')",-25523.278612574635
"[1, 1, 0, 0, 0, 0, 'G4', 0]","(0, 'MOV', 'F3T4')",-25473.13875030499
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'EXE', 'T1')",-25202.20191682945
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F4T3')",-25423.901262291736
"[1, 1, 0, 0, 0, 0, 'F4T3', 1]","(0, 'MOV', 'P3')",-25433.260548422288
"[1, 1, 0, 0, 0, 0, 'F4T3', 0]","(0, 'MOV', 'P3')",-24869.034264314287
"[1, 1, 0, 0, 0, 0, 'P3', 0]","(0, 'MOV', 'F3T5')",-24848.50673870203
"[1, 1, 0, 0, 0, 0, 'G3', 0]","(0, 'MOV', 'F3T5')",-24848.506737970485
"[1, 1, 0, 0, 0, 0, 'F3T5', 0]","(0, 'EXE', 'T1')",-24813.541322807338
"[1, 1, 0, 0, 0, 0, 'F3T5', 1]","(0, 'EXE', 'T0')",-24743.76489827735
